labels,text,translated_text
el,"Ναι , φυσικά και ήρθε μετά από έναν θρύλο , τον τομ λάντρι , οπότε είχε μια δύσκολη σειρά να τσάπα εκεί .","네, 물론 그는 Tom Landry라는 전설적인 인물을 쫓았기 때문에 그곳에서 괭이질하기 힘든 줄을 섰습니다."
nl,de gouden driehoek regio was 1 van 's werelds grootste producenten van opium.,골든 트라이앵글 지역은 세계 최대의 아편 생산지 중 하나였습니다.
fr,"j'ai déjà beaucoup lu, c'est la 1ère fois qu'il manque 4 pages à un livre...",이미 많이 읽었는데 4페이지가 빠진 책은 처음이라...
de,Hab jetzt zum 2ten mal bestellt. Qualität ist unverändert gut. Lieferzeit: 24 Stunden. Top!,지금 2번째 주문했습니다. 품질은 일관되게 좋습니다. 배달 시간: 24시간. 맨 위!
nl,Golf van aanvallen doodt ten minste 95 mensen in Irak.,공격의 물결로 이라크에서 최소 95명이 사망했습니다.
el,"Αλλά ακόμα παίζω γκολφ μ ' αρέσει να παίζω , αν και δεν είχα παίξει εδώ και καιρό αλλά υποθέτω ότι η βασική μου άσκηση τώρα είναι μάλλον γκολφ .","하지만 골프는 아직 하고 있어요. 안 한 지 꽤 됐는데도 하고 싶고, 지금은 주로 하는 운동이 골프인 것 같아요."
vi,"Lực lượng tự nhiên này đã được tôn kính bởi người đàn ông kể từ thời điểm sớm , như được hiển thị bởi hang động của pan , cho người syria và hy lạp cống hiến dòng suối .",이 자연의 힘은 판의 동굴에서 알 수 있듯이 시냇물을 바치는 시리아인과 그리스인에게 일찍부터 인간에 의해 숭배되었습니다.
ar,"هذا الشاب الامريكي الشجاع , ذو الصوت ال drawling الكبير , كان لديه يد سوط له .",큰 느릿느릿한 목소리를 가진 이 용감한 미국 청년에게는 손 채찍이 있었습니다.
es,"Me ha llegado el paquete roto, no estoy nada contenta porque aparte de que es poco producto, he perdido más de la mitad por la rotura del envase, que es una rana, que no entiendo como se ha podido hacer, muy decepcionada","포장이 깨져서 도착했는데 제품이 부족하다는 사실을 제외하고는 개구리인 용기 파손으로 절반 이상을 잃어버렸기 때문에 전혀 기쁘지 않습니다. 할 수 있었다, 매우 실망"
th,การแสดง เกี่ยวกับ ภายใน   washington   seinfeld   ใช้เวลา นาที สุดท้าย ของ การ สนทนา บน ตัวละคร ศีลธรรม ของ   seinfeld   บางครั้ง รสชาติ ที่ น่าสงสาร เป็น ส่วนหนึ่ง ที่ ได้รับ การแลก ด้วย   wit   ที่ ดี บอ กว่า อี เวน โท มัส,내부 워싱턴 사인펠드에 대한 쇼는 사인펠드의 도덕적 성격에 대한 대화의 마지막 순간을 차지합니다. 때로는 빈약한 취향이 좋은 재치로 교환되는 부분이라고 Ewen Thomas는 말합니다.
nl,Duizenden troepen om te marcheren voor Jubileum...,주빌리를 위해 행진하는 수천 명의 군대...
ru,"Паромы плывут по в от точки рядом с площадью , а от другого до Запада недалеко от железнодорожной станции "" Cais где поезда уходят в эшторил и кашкайш .",페리는 광장 옆의 한 지점에서 출발하여 다른 지점에서 서쪽으로 에스토릴(Estoril)과 카스카이스(Cascais)행 기차가 출발하는 카이스 기차역 근처로 항해합니다.
nl,Een hond gaat over het bruine gras.,개가 갈색 잔디 위로 이동합니다.
ja,よい買い物できました。繋げるだけで、使用することができます。いろいろな場面にも対応できて嬉しいです。,좋은 쇼핑을 할 수있었습니다. 연결하는 것만으로 사용할 수 있습니다. 여러 장면에도 대응할 수 있어서 기쁩니다.
ru,"И я , соответственно , воздушный свою грудь .",그래서 나는 가슴을 펴고 있다.
hi,"इस नृत ् य का नृत ् य अंग ् रेजी maypole नृत ् य की तरह किया जाता है , इस उत ् सव में इस पर ् व का उत ् सव है .","이 춤의 춤은 영국의 메이폴 춤처럼 이루어지며, 이 축제에는 태양의 축제가 있습니다."
it,Un uomo a cavallo di un cavallo bianco.,백마를 탄 남자.
bg,г-жа vandemeyer даде остра нетърпелив удивителна и я направи на колене .,Vandemeyer 부인은 날카롭게 초조해하며 무릎을 꿇었습니다.
ur,یورپ درج کریں,유럽 ​​진출
sw,"Je , umeona filamu zipi hivi karibuni",최근에 본 영화는?
sw,"Kwa upande mwingine , milo ya taifa ni artificial kiasi ambacho hutapata mgahawa wa kifaransa nchini ufaransa kwa sababu za wazi .",반면에 국민 식사는 너무 인위적이어서 프랑스에서는 명백한 이유로 프랑스 레스토랑을 찾을 수 없습니다.
it,Clinton atterra in India per dare vita ai legami,"클린턴, 관계를 구축하기 위해 인도에 상륙"
en,"I have purchased quite a few lighted vanity mirrors from Amazon. They are all great and this one is no different. It is very sturdy and the light is very bright & adjustable. My only problem is that I purchased this particular mirror because I was under the impression it was rechargable since it says so in one of the photos. It, unfortunately, is not. I will just have to purchase rechargable batteries, but at that rate I could have gotten a rechargable mirror at the same price.","아마존에서 조명이 달린 화장대 거울을 꽤 많이 구입했습니다. 그들은 모두 훌륭하고 이것도 다르지 않습니다. 그것은 매우 튼튼하고 빛은 매우 밝고 조정 가능합니다. 내 유일한 문제는 사진 중 하나에 그렇게 나와 있기 때문에 충전식이라는 인상을 받았기 때문에 이 특정 거울을 구입했다는 것입니다. 불행히도 그렇지 않습니다. 그냥 충전식 배터리를 사야겠지만, 그 정도 가격이라면 충전식 거울을 살 수 있었을 텐데."
fr,installation pour aller au boulot tous les jours . depart a 7 heures du mat et eclairage geniale pour la campagne,매일 출근하는 설치. 오전 7시에 출발하고 시골을 비추는 화려한 조명
ru,"И да , я делаю , и причина , по которой я делаю это , потому что я с uh вырос , а его наставником был я , потому что это был Никита Хрущев , я думаю , я знаю , что это был один из старой старой школы русский , и он точно такой является марксистско ленинской коммунистом через и через","네, 제가 그렇게 하는 이유는 저와 함께 자랐고 그의 멘토는 저였기 때문입니다. 니키타 흐루시초프였기 때문입니다. 제 생각에는 러시아의 오래된 구식 중 한 명이었고 그는 정확히 그런 마르크스-레닌주의자였습니다. 끝까지 공산주의자"
tr,Valla ben bir süredir bu yüzden gerçekten ne olduğunu bilmiyorum,음 시간이 좀 지나서 뭐가 뭔지 잘 모르겠어
en,While I was happy to get this IT WAS NOT NEW as it was stated . It was dirty and I had to clean it up . I would still have bought it even used but was sad to see that someone had not told the truth,나는 이것을 얻게 되어 기뻤지만 그것은 명시된 대로 새롭지 않았습니다. 더럽고 청소해야했습니다. 중고라도 샀을 텐데 사실대로 말하지 않은 사람이 있어서 슬펐다
es,Cumple su función muy bien,그 일을 아주 잘합니다
ar,حسنا انهم يتحدثون عن ذلك وهناك القليل في بعض من اكثر مثل في انا اعيش في a كبيرة وبعض من افضل اجزاء من في في الضواحي التي اغنى لها هذا النوع من المدارس المستهدفة ولكن اه انت تعرف,글쎄요 그들은 그것에 대해 이야기하고 제가 더 부유한 교외의 크고 좋은 지역에 살고 있는 것과 같은 일부에는 이런 종류의 목표 학교가 있지만 어 당신은 알고 있습니다
es,"Se a averiado un auricular a los dos meses de comprarlo . No lo recomiendo , no lo volvería a comprar","구입한 지 두 달 만에 헤드셋이 고장났습니다. 나는 그것을 추천하지 않는다, 나는 그것을 다시 사지 않을 것이다"
hi,वह सिर ् फ ' कम फोंग ' क ् यों नहीं हो सकता ?,왜 그냥 '금퐁'이 될 수 없나요?
nl,Cameron 'maakt zich geen zorgen' over halal vlees,"카메론, 할랄 고기에 대해 '걱정하지 않는다'"
sw,I ' m not i was never in jogging i hate that nikiwa high school kucheza mpira coach was always kufanya,나는 조깅을 한 적이 없습니다. nikiwa 고등학교 kucheza mpira 코치가 항상 kufanya라는 것을 싫어합니다.
sw,"Kwa kutumia majibu ya leo , lineup ya mtandao wange kuwa na peter jennings , sam donaldson , ted koppel , na barbara walters , kuchoma ellen atola kuhusu itarudi yake wakati regis bare cash cash pesa na zawadi .","오늘의 답변을 사용하여 인터넷 라인업에는 Peter Jennings, Sam Donaldson, ted Koppel 및 Barbara Walters, Burn ellen Atola가 있을 것입니다."
zh,请问本书配套CD么？购买的kindle 电子书，发现如果有CD就更容易学习了 谢谢,이 책 CD가 있나요? 킨들 e-book을 구입했는데 CD가 있으면 배우기가 더 쉽다는 것을 알았습니다. 감사합니다.
