id,inputText,lang,confidence
9170,Lucy In the Red Rooster cafe in town.,en,1
9171,PJ Masks Official,en,1
9172,(watch) lions and monkeys,en,1
9173,Baby also widened his eyes and looked at this person without blinking.,en,1
9174,"school subject (e.g. math, science).",en,0.9591864
9175,Manybot can help you create your own bots.,en,1
9176,Snapme x,en,1
9177,(PARA-19) Appearance,en,0.4620071
9178,UTO ELECTRICAL MUFFL,en,0.73089725
9179,Nasolabial folds).,en,1
9180,will not affect one's quality of sleep or one's level of arousal,en,1
9181,| Each hard capsule contains 100mg Gabapentin.,en,1
9182,10 Film coated tablets,en,1
9183,Asignatura: English as a Second Language (ESL),ilo,0.7319242
9184,wer cream soup,en,0.95761395
9185,"\""Vy do you allow dot silly pusiness to come in der brain of her?",en,1
9186,2 Literature is a subject that I have to work ha,en,1
9187,a) Their,en,0.98594946
9188,FM.Radio,en,0
9189,"You are all set, just wait or come back when tournament begins.",en,1
9190,Visitar = to visit,es,0.5955748
9191,PIZZA FRESCA,it,0.59176344
9192,"A long, heartfelt sigh.",en,0.98941785
9193,"What do many parents in New Zealand, the USA and the UK have in common?",en,1
9194,Vanilla or,en,0.79965144
9195,Lamp for mode indication,en,1
9196,Date: 2022.09.22,en,1
9197,ction - The Battle of Dunbar,en,1
9198,D This is not my debt. a The amount is wrong.,en,1
9199,GRATUITIES FOR 4 DAYS CRUISE,en,1
9200,Thave to do the dishes «(platos/ lovar/ congo/ los/ qua - Zey/ 44 los Del,es,0.78981245
9201,Device for boot loader installation:,en,1
9202,"If there was mechanical work required to satisfy those standards, you were required to complete the work at your expense.",en,1
9203,• ifI develop (or this person develops) COVID-19 symptoms.,en,0.97425944
9204,"yes that a correct,",en,1
9205,Kings and queens,en,1
9206,Andy had come,en,1
9207,"\""Employment Agency",en,1
9208,You're welcome to binary options,en,1
9209,"That's rypical, by the ways glovemen love the trade and everything about it, Tell me, have you ever seen anything being manufactured, Miss Cohen?\""",en,1
9210,@Awknpers 7,en,0.66670305
9211,ATSILIEPIMAI,lt,1
9212,About how frequently does Hope receive a paycheck?,en,1
9213,6 How does music affect your mood?,en,1
9214,APX,en,0.97640896
9215,"Washer Uls 24,7x36×2,5mm,",en,1
9216,23 Obligations upon Termination ...................................................................................,en,1
9217,D Read again.,en,1
9218,"EPDM, black",en,1
9219,Sergei Goralick doesn't much like strangers banging on his door.,en,0.9893038
9220,Antibody Screen,en,1
9221,I'm single.,en,1
9222,Navigate Through Customer Also ViewedSamma3a ReviewTechnical SpecificationWhat's in the box?,en,1
9223,"There are public schools, charter schools, private schools, and more.",en,1
9224,my mom.,en,1
9225,Sinusskala,fi,0.35117573
9226,for Apple AirPods 3 AirPods Pro Air Gen 3 Pods Earphones Accessories Headphone Case Solid Silicone Cute Protective Wireless Charging bluetooth headphones AP2 AP3,en,1
9227,Plug the coaxial cable into the ANT/IN connector on the back of your TV.,en,1
9228,(S) Home | Schoology,en,1
9229,USB HDD: JetFlash Transcend 8GB,en,1
9230,Translate?,en,1
9231,(Give f,en,1
9232,ORSTUV,uz,0.5080711
9233,"Furthermore, it has been reported that the Central African monkeypox",en,0.92506045
9234,cm 7 piger mest is lhe Lining roon becanse the television basement bacense those inetmuch het and tamells had,en,0.4226535
9235,Threat of new entrants: Time and cost of entry for new business in the same sector,en,1
9236,[] Dunkers | Play two.,en,0.9739863
9237,"She shook her head almost imperceptibly, then resumed her own deadpan stare at the opposite wall.",en,1
9238,7139,en,0
9239,Kocopulla (380g),en,0.17830934
9240,Select the correct answer and click Submit.,en,1
9241,"¡al cities years, due ise and the fatigue beginning vever, the t rose new",en,0.9140649
9242,"Maintenant, dans le monde moderne, on pleure sur Facetime.",fr,1
9243,5 Onion soup,en,0.9566522
9244,-prever going to that restaurant again.,en,1
9245,INCA,en,0.78421056
9246,Windows features like Settings and File Explorer will appear in this,en,1
9247,Sketcher,sv,0.71875
9248,"Earthquake,..",en,0.9742484
9249,; 3 ...,en,0
9250,A Is there a mirror on your living room wall?,en,1
9251,COMPLITI,en,0.77722704
9252,ns ans,en,0.78118324
9253,Newspaper worker.,en,1
9254,7 match Org,en,0.89656276
9255,This voyage was very unlucky.,en,1
9256,And I also know you've got a younger brother called Oliver.',en,1
9257,canando,es,0.34222975
9258,He decided to try his famous ghostly laugh.,en,1
9259,3der,ar,0.9402706
9260,"Is there some dark magic around you and against you?\""",en,1
9261,VLTRICES HVC V.SO THYBRIS,la,0.9878374
9262,They would have killed him gladly.,en,1
9263,"Staff members are treated in accordance with the daily subsistence allowance tables, periodically published by NATO Council.",en,1
9264,Breakfast Plate,en,1
9265,cinalla,en,0.33714077
9266,"When we got closer we saw that there was a picture of the sea and the moon, another one of a beautiful fish and a little angel too.",en,1
9267,"5 Jumping out of bed, he noticed that the window was open -",en,1
9268,But this was not the situation because in that moment the Spanish Inquisition needed new victims.,en,1
9269,Silver a letter,en,1
9270,0) operate,en,1
9271,"As specified by client, Determination of Lead (Pb), Cadmium (Cd), Mercury (Hg), Hexavalent Chromium (Cr6+), PBBs and PBDEs content in submitted sample in accordance with the H.R 2420.",en,1
9272,To make level farmland,en,1
9273,and test papers.,en,1
9274,(grow) over the past years.,en,1
9275,"While access to pure water continues to be a problem in many parts of the world, programs such as these have contributed greatly to the general improvement of health in rural areas.",en,1
9276,Create your Riot ID,en,1
9277,again in 2015.,en,1
9278,"When using a measurement in a calculation, the result of that calculation can never be more certain than that measurement's uncertainty.",en,1
9279,Pnce and Service,en,1
9280,"* Whan going out, d is recommended that you tramsport the treastmas on",en,1
9281,/S IELTS IELT:,de,0.21100639
9282,Thank you for your interest in our products.,en,1
9283,WEST COAST IPA,en,0.68181527
9284,He knew we had a job to do and he worked as hard as any member of the crew.,en,1
9285,The Truth behind Deans Life!,en,1
9286,O c. muscular stress,en,0.89942354
9287,"LUCKINGMAM PALACE and OrIe monarch»,",en,0.69854367
9288,• Past continuous is used to talk about something that was in progress at a specific time in the pas,en,1
9289,Q2/2 0122,ar,1
9290,"The urgency to practice and promote tolerance is only too obvious: without tolerance, communities that value diversity, equality and peace could not sur- vive (Vogt, 1997: 5).",en,1
9291,"Elizabethan theatregoers used to go to the theatre not just to watch a play and to be entertained, but also to meet other people, to socialise, to do business, or just to show off.",en,1
9292,...* is a permanent form of memory which cannot be erased.,en,0.9895307
9293,The students wont study hard,en,1
9294,Netflix Services Italy S.R.L,en,1
9295,traditiona6,en,0.89972335
9296,Language from reading 1,en,1
9297,How we see,en,1
9298,"1) will be pushed to the top of the power switch, power indicator light (blue hair).",en,1
9299,437103/15,en,0
9300,SSR DOCS OS HK1 UKR/FJ302372/UKR/22AUG93/M/20OCT27/POLUIAN/TYMOFII /P1,ar,0.2613164
9301,-Books.,en,1
9302,GAIA ES,la,0.33481735
9303,"despise,",en,1
9304,Test purpose,en,0.95394874
9305,boolean value,en,1
9306,- Security key entry,en,1
9307,Insurance policies may also exclude the following:,en,1
9308,New York University,en,0.9408047
9309,Learn about the compliance and regulatory aspects of the profession to which you must adhere; and,en,1
9310,"Don't forget to check out our other accessories so that you can express, store, AND feed all in one container.",en,1
9311,"Although plans existed to convert the airport into a low-cost carrier hub, the change was opposed by Subang Jaya residents.",en,0.9851791
9312,Tesla China’s growth and achievements have been extremely impressive so far.,en,1
9313,LLOYDS BANK PLC,en,1
9314,"56, No.",en,0.91888297
9315,Trade Finance,en,0.9886548
9316,Andrews.,en,0.92614347
9317,D. have,en,1
9318,FileWithERROR.txt,en,1
9319,Allow the test strip to develop color for 5 minutes.,en,1
9320,इन्हें गृहस्थी चिंताओं से क्या प्रयोजन!,hi,1
9321,Iling Days,en,0.76253515
9322,The garment is not colorfast or structurally able to withstand any bleach.,en,1
9323,I also work two nights a week repairing computers in people's homes or businesses.,en,1
9324,Used under license from Pokonobe Associates.,en,0.9702607
9325,amid s,en,0.9898075
9326,Zinger Bucket,en,1
9327,all of his meals for a year.,en,1
9328,voiCe,en,1
9329,School: LINCOLN,en,0.8455545
9330,SE7,ar,1
9331,- PIE.,en,0.80338544
9332,Define and Write,en,1
9333,Matthew 18:23-35 (NRSVCE),en,0.924065
9334,8 I'm excited about / for / in .,en,1
9335,Complete the job advert with the words below.,en,1
9336,"Public Health Passenger/Crew Locatar Form: To protect your health, public. health officers need you to complete this form whenever they suspect a communicable disease onboard a cruise ship.",en,1
9337,"At a minimum, data centers serve as the principal repositories for all manners of IT equipment, including servers, storage subsystems, networking switches, routers and firewalls, as well as the cabling and physical racks used to organize and interconnect the IT equipment.",en,1
9338,Information on non-USAA accounts is governed by the Non-USAA Account Access Agreement.,en,0.74351776
9339,129°,en,0
9340,ID: D 24419,en,1
9341,"If you are receiving this message, it is because your student's Speech and Language services may have been impacted over the last few weeks.",en,1
9342,Supply Closet 3166,en,1
9343,get angry,en,1
9344,This is my rucksack.,en,1
9345,She is most likely between 5' and 5'4 and a Taurus or Aries.,en,1
9346,goddamn dog!,en,0.9645787
9347,5 We don't need to leave the meeting early.,en,1
9348,WE SAYI,en,0.58927065
9349,imes / weintio see the concert har late,en,0.8108891
9350,Don't use punctuation marks.,en,1
9351,when D.1.,en,1
9352,"At 11am, there is a two-minute silence.",en,1
9353,chickweed,en,1
9354,>95%,en,0
9355,"landmark,",en,1
9356,Complete the sentences using the past simple or the past continuous.,en,1
9357,"- Do NOT use ARDEX WPM 001 on substrates subject to negative hydrostatic pressure or rising damp, unless treated with Ardex WPM 300.",en,1
9358,- On fibre cement sheet - wet-area grade only; and compressed fibre cement sheet. - On plasterboard wall lining - wet-area grade only - interior use only.,en,1
9359,This is due to outstanding information from one or more of the referees that you have provided.,en,1
9360,Boiled Egg,en,1
9361,THE HIGHEST PENALTY FEE WITHIN THE WHOLE PRICING,en,1
9362,"Her research concerns collaborative translation,self-translation,and issues at the intersection of literature and philosophy.",en,1
9363,China GDP Grows 7.5% in Second Quarter - WSJ http://online.wsj.com/articles/china-gdp-rises-slightly-in-second-q...,en,1
9364,Haha 42:02 J/,en,0.23870243
9365,t name 184k,en,1
9366,"After freeze-dried for 24 h to remove the water completely, the Cu NWs were saved for further use.",en,1
9367,china matsuoka jav,en,0.16976851
9368,"One of the most recurrent themes in my work with women who have undergone breast augmentation is the paranoid quality of the anxiety that is evident in their dreams as well as in the transference, as the case of Ms A. illustrates",en,0.98822165
9369,Policies Booklet 2021.pdf 第 21 页（共 68 页）。,zh-CN,0.9793879
9370,Presents Pray For,en,1
9371,I don't mean hope to succeed.,en,1
9372,0600161452491921732172147723501414419735685481613611573,en,0
9373,USED ON:,en,1
9374,concernIt,en,0.6860142
9375,(b) Prepare the financial documents to be sent to credit customers including:,en,1
9376,11 small tub - 150g),en,1
9377,s dedine in the,en,0.9457939
9378,"zhou, you have little in common with the Guardian pattern, but you share some characteristics wi Guardians in that you are methodical, non-confrontational, and detail-oriented.",en,0.98986197
9379,You are now interviewing a surfer who survived a shark attack in Australia.,en,1
9380,Contact in,en,1
9381,Gehalt Hamburg,de,1
9382,10.0-0.30,en,0
9383,Metoclopramide Hydrochloride,en,0.983067
9384,yabaenglish.com/unit/39/actrvity/39_8,en,0
9385,... 7500 / kg,en,0.89856976
9386,great bow.,en,1
9387,Speak for 30 seconds.,en,1
9388,"This produces a very fine underground, cooling slowly to produce course rains",en,1
9389,Fiestas & Decor party events planning (I have 3 locations: 4803,en,1
9390,Ethylhexy1 melhoxycinnamale.,en,0.95596784
9391,"\"" A tea or coffee?'",en,1
9392,Example: Origin= ser She is from Cuba Ella es de Cuba,es,0.895673
9393,"31-39°C, and this coastal town is close to thousands of miles of unspoilt countryside: mostly desert and hills.",en,1
9394,486.91835,en,0
9395,Name: Bestxd54603,en,0.8839834
9396,sugar &jude,en,1
9397,the number of the students,en,1
9398,Now the model is extensively used in commercial aviation for both passengers and freight.,en,0.98469716
9399,"Most people think we can only learn new skills like playing an instrument when we are young. but according to the author Malcolm Gladwell, all you need is 10,000 hours of 'deliberate practice' at any age, and you too can become a brilliant musician or an expert in any skill you choose.",en,1
9400,Pending action,en,1
